r_id,s_id,sentence,sentence_sentiment
1194,7457,Convenient yeah - if you don't get screwed that trip.,0.0
567,3241,Honestly if I wasn't so tired from traveling and hungry and since I have no other options I wouldn't be using Uber at all if I had another option.,0.0874999999999999
1134,6826,I will never be using their service again and I would encourage people to use another option.,0.0
1233,7811,I'm deleting the app and choosing another option.,0.0
847,5186,"It seems agents find it to be acceptable to not deliver orders when there is a low tip, or zero tip applied BEFORE it's delivered.",0.0
233,1548,"It used to be fantastic, now it's a dumpster fire.",0.4
584,3362,I am livid at this point that someone would say they deliver food and has probably just kept it for themselves which is why they didn't leave a photo or anything!,0.0
873,5363,I am paying money for a service to deliver food.,0.0
1048,6350,I appreciate all the hard men and women who work to pick up and deliver food so I don't have to get up and leave my house when I don't feel like it after working a long week myself I appreciate y'all And thanks for all the people in the food industry thy make the delicious meals,0.2145833333333333
1278,8181,I give thanks to the people who is willing to deliver food and other convenience stuff.. and also along with Uber I am thankful for that technology as well to give people rides and from where ever they needed to be… I am grateful for both feature.. ..God bless you all 🙏🏽🙂,0.1083333333333333
1165,7180,"The support person was the least charismatic person I've meet, telling me their insuring my food wouldn't be cold and it would arrive soon.",-0.1333333333333333
1170,7244,On top of the the support person I spoke also let m know that my request to separate my accounts was never possible so why assure me that it was?,0.25
693,4230,"If you go to a new place, it doesn't realize that you are traveling.",0.1363636363636363
1139,6887,This makes finding and trying new places inconvenient and an exercise in patience.,-0.2318181818181818
984,5957,"They allowed me to purchase there subscription service, Uber One, without verifying my CVV, which is fine, because I lose my cards all the time.",0.4166666666666667
1193,7447,"Ok so at this point I'm mad, so I go into my bank app and pay 30 dollars to them to stop ANY subscription service from DoorDash to DECLINE.",-0.0625
144,1144,"I was about to order two meals the other day just to get my order approved, but the cost was over $30 all-in, which is SO much more than I wanted to spend.",0.1875
637,3785,THEN the other day (November 18th) my boyfriend and I were trying to order brunch only to receive a message 2 hours later that it was canceled and I wouldn't be given a refund.,-0.0416666666666666
1143,6922,"Until the other day when I ordered over $50 worth of food from IHOP (please note this was done through their website and not DoorDash, but the delivery was done by a DoorDash driver).",0.0875
1307,8387,"Have a wonderful evening, and I hope DoorDash lives on another day!",1.0
718,4387,I have had multiple issues with the delivery time in the latest arrival.,0.25
972,5898,After multiple issues with this company I decided to part ways and take my business elsewhere.,0.0
1321,8470,I have had multiple issues with dashers not bringing my order or missing parts of it.,-0.1
28,348,I order mcdonalds….,0.0
296,1825,"The mapping software keeps sending drivers to the wrong place and no matter what driver instruction I provide, it keeps happening.",-0.5
432,2273,Seems no matter how detailed the instructions are to get to my door they always take my food to the wrong place.,-0.0499999999999999
915,5569,Drivers deliver to wrong place and not held accountable.,-0.5
1233,7804,"Fast forward to today, I'm having pain and discomfort so I order what I needed from cvs and it's delivered to the wrong place.",-0.15
1233,7806,I also sent a picture of my mat to prove they delivered to the wrong place.,-0.5
94,846,At least DoorDash includes pictures of their drop offs so there is no confusion or scamming.,-0.3
925,5632,So at least doordash doesn't scam you to open their app.,-0.15
703,4289,"Further , their drivers often make more than one stop , taking FAR FAR longer than if you order from the restaurant direct.",0.1599999999999999
893,5464,To me it would make more sense to pick a card before adding the tip and seeing the total.,0.25
576,3306,I ended up being charged anyway for the order and delivery which was about $30 and their solution was for me to place another order as in wasting 60$ in total when I didn't receive anything at all from the first order.,0.125
325,1945,"After 2 times Grubhub said I was requesting ""unusual amounts of refunds"" and refused to refund money.",0.2
103,898,"Efficient, professional, and food comes closed in packaging so it seems safe but the price to order with all the fees adds up quick.",0.2083333333333333
119,1001,"Last 5 orders I had were horrible, take too long, food comes wrong or cold.",-0.43
512,2632,The food comes out to be really tasty.,0.2
512,2636,We ordered from this restaurant and the food comes out to be stale.,-0.5
1326,8513,"Whenever I lesson my tip, my food comes completely messed up.",0.1
1122,6667,"This man I spoke to via text convo, told me to calm down said I was too excited and maybe I had personal problems to be upset that I was lied to again.",0.1298611111111111
1202,7528,I should not be upset as a customer and merchant.,0.0
532,2863,I spent a total of 40hrs max trying to get refund and all the help I got was bot responses.,-0.05
701,4276,It's next to impossible to get a hold of anyone to resolve any issues that arise and not easy to get refunds.,-0.2944444444444444
1332,8570,There is a particularly large issue where most restaurants don't list there condiments so even if you call and request them they will often not arrive with your meal.,0.3571428571428571
1158,7117,It promotes customers to be lazy and wasteful.,-0.25
780,4797,I don't appreciate just being out the money for a mistake that was not mine and that I could do nothing about.,0.0
680,4156,"Then contacted support via this app in chat, response was that the ticket will be closed because they are experiencing some type of difficulty.",-0.1
680,4157,If the ticket is not resolved it should not be closed.,-0.1
1128,6754,That was after they are placed an order with one restaurant that turned out to be closed that day.,-0.1
1324,8499,"Most of the orders I have placed on the app had been cancelled because the restaurants had supposedly been closed; sometimes the restaurants are actually still open, OR a driver will arrive at the restaurant and it will be closed.",0.06
814,5003,That just wasted my time ALOT of it and ordering food from home is supposed to be convenient.,-0.2
961,5829,It can be convenient but continues to be unreliable.,0.0
248,1608,"I have problems with almost every other order, but since I got it delivered it can't be fixed or refunded.",-0.0124999999999999
1215,7639,I've been on DoorDash for a while and most of the time don't have problems.,0.5
851,5226,Said no refund due as delivered.,-0.125
7,107,"I ordered Wendy's one night at around 10:00 - 10:15, and they had to delay my order for about 30 minutes, which i get, stuff happens ya know it can't always be perfect.",1.0
534,2895,I understand that your estimates are not going to be perfect but there is a big difference between 15 to 30 minutes in an hour and a half to two hours.,0.2777777777777778
194,1359,"My son, 11 going on 25, lives almost an hour away (part-time) GrubHub gives me the ability to be SUPER MOM when he has cravings that only his Mama caters too, and he gets to feel like VIP first class when he makes a quick call, to me, and his food is otw!",0.2499999999999999
755,4620,That would be super useful!,0.3541666666666666
14,198,"But not having to leave my house to shop for groceries and then spend time and effort making meals has been surprisingly rewarding!..Grubhub has changed the way I feel about ""being too lazy"" to do it myself, because the convenience is a justified reward for worn out full time parents, the elderly and disabled people.",0.2
1130,6771,I am a college kid who also works full time the majority of my time I'm constantly busy weather it be with classes or work I don't get a lot of time to stop and enjoy things.,0.2833333333333333
1164,7166,I use the app because I am a full time student and working in between.,0.35
568,3247,"This is an overpriced and difficult experience and it's probably better to use a different delivery app...UPDATE (10/24): I am officially done with this app and it is clear that they treat everyone — customers, drivers, and restaurants — terribly while reaping huge profits.",-0.0833333333333333
649,3905,Im a Uber one never and best believe that membership is getting canceled and I will be going to a different delivery company !,0.5
622,3663,"people don't seem to be tipping and with all the other fees Uber takes out of the driver's pay, it's becoming unrealistic to be a driver anymore.",-0.0583333333333333
906,5534,"If half of ur lunch comes missing after an hour wait, they just reimburse you the amount for the missing part and you have to pay for delivery and mysterious other fees again to get the rest.",-0.1383333333333333
1096,6530,"The ""other fees"" total at least $10 per order.",-0.1416666666666666
317,1921,"Grubhub needs to step up, no one would be happy with losing money for their mess up.",0.3125
557,3117,I should just be happy with $5?,0.8
989,5985,I don't know what you're waiting for order something you'll be happy that you did.,0.8
84,778,"Restaurants confirm orders, and then when the drivers get there they don't have the items that they confirm they have and just cancel the order on you.",0.0
278,1742,Very frustrating when you go to pay and confirm order and have to start over!,-0.65
939,5709,I don't recommend nobody to download this app I use to like Uber but not anymore after they took my money they doing fraud they charge for order that you cancel n they would not refund you yo money back which that's so mess up I hate it never again y'all will not get money no more,-0.30625
507,2571,"This penalizes the consumer and makes them less likely to use the service again, due to something outside of their control...Some people spend a lot of money on delivery food to have food missing or incorrectly prepared food, only to be stuck with no solution from the service provider.",-0.0819444444444444
111,946,Reordered from the same restaurant and had no issue with same-day ordering.,0.0
141,1126,Tried to order food 3 times from the same restaurant because drivers kept getting lost and cancelling the order.,0.0
512,2649,Also I have ordered online seven times from same restaurant.,0.0
616,3613,"If the same restaurant keeps making the same mistake, (and with food) almost killing someone, I need to know what actions are being taken to rectify it.",0.0
1131,6781,"While they were giving me a bunch or corporate speak about how they take food freshness and temperature so seriously, the dasher texted me to say that they were given a second delivery from the same restaurant that was taking longer than mine.",-0.0833333333333333
111,948,"At least give a proper explanation like ""someone messed up and didn't put your order in"" or something cause it's obviously not that I couldn't order from the restaurant since I did!",-0.0999999999999999
1284,8226,At least give me the opportunity to give a tip AFTER I receive the meal.,-0.3
145,1146,"I rather using  Uber eat , all this dose is not have canes and more places the worst part is that they choose to tell me it's close at 10 that's a big lie the whole grabhub choose to close it then self I don't see what the point of doing payments to a membership if y'all Fina be losing places in you're own pick of time there no point why he taking people money if y'all Fina be lying about the service we pay for keep in mine there people who literally have no transportation…!",0.09
149,1162,I'm So Glad I made the switch from dealing with Uber Eat and DoorDash!,0.625
599,3492,Good thing I'm a person of many words and details!,0.6625
758,4642,"You've got a good thing going, don't stop evolving and getting better.",0.6
208,1433,Most drivers are kind.,0.55
240,1576,Most drivers respect them.,0.5
583,3352,"Most drivers will cancel on deliveries to high population areas, even though the service charge can go up to 15 dollars.",0.33
129,1064,Grubhub used to be awesome.,1.0
741,4532,"I have an Uber pass and I get charged for delivery every time, without fail.",-0.5
784,4822,You'll be surprised to see a tab equivalent to two Entrees in a restaurant.,0.1
924,5626,They will not support you if something goes wrong and will wrongfully take your money.,-0.5
1277,8175,"For example, rather than showing a page saying that there was an error, it shows a white screen with something that someone on the backend would want to see (""something goes wrong to fetch order with detail,…"").",-0.25
1333,8575,"On the backend, it's an absolute disaster of restaurants and drivers getting paid way too little to put any effort in, and the result is something goes wrong...Order directly from the restaurant when you can.",0.0375
745,4562,I use to love Uber but it has seriously gone down hill since the pandemic.,0.0037037037037037
970,5891,.I love Ubereats but I need an option to change my tip like they use to have.,0.5
0,11,And guaranteed it'll be nice and cold.,0.0
3,49,I am requesting a re-order once again because I have tracked the last driver and he or she was in my neighborhood and I'm not sure if they were lost or not but it would be nice if they were use the GPS system more effectively so that they can find my address.,0.29
222,1508,"I tip low because some drivers are horrible but once in a while I get an awesome driver, it would be nice to adjust that tip instead of having to have cash on hand to give them.",0.15
622,3666,"it would also be nice if you did more of those events where you earn $5 extra for every 3 deliveries, etc.",0.3666666666666667
1041,6313,It would be nice to be informed.,0.6
1222,7694,It's infuriating...Ordered some breakfast today because we lost power and thought it would be nice to have some coffee.,0.6
1226,7733,It would just be nice to always get what you ordered in good condition.,0.6499999999999999
512,2629,We usually order from a restaurant close to our place.,-0.25
859,5280,We found out it's because the restaurant closed at 10:00pm.,-0.1
512,2650,Whenever I order directly from this restaurant the food is good and whenever I order using some offer I receive food which is okay or stale.,0.1999999999999999
1223,7703,It becomes a problem when you wait an hour to receive food you can't or don't want to eat.,0.0
1138,6867,"Read all notifications - food prepared, finally after over an hour, it said driver almost there.",0.0
278,1740,"Two nights in a row go to order food and the restaurant all of sudden says ""closed"" and can't complete order.",0.0
850,5212,"that is, I do not verify the complete order that should be received.",0.1
42,483,"My guess is on the App Store, Doordash dominates Grubhub unfairly.",-0.5
262,1676,Reviews on App Store showing up as five star with no positive feedback in the actual review.,-0.0568181818181818
975,5915,Apple app store should block these kinds of apps to protect the quality of the ecosystem.,0.0
1228,7747,"Fake reviews on the App Store should be a big red flag, but big tech allows it.",-0.125
152,1179,Disappointed because I had originally switched from DoorDash to GrubHub as GrubHub appeared to be cheaper at the time.,-0.1875
1091,6513,"The competition may be cheaper, but Postmates makes it happen with ease.",0.0
722,4409,Had a rough day and needed food last minute.,-0.05
859,5281,By the time we found that out all of the restaurants near us closed at 1:30am and we weren't going to order at the last minute.,0.0
211,1450,"We have to delete an item or 2 in order to verify what's not visible on the screen, then go back and increase/add items.",0.0
225,1517,They offered no account credit or any kind of help.,0.6
1148,6980,The dasher was rude when I messaged him regarding my concern for the food quality for the late delivery.,-0.3
1146,6957,When I asked if I created another account if it would be deactivated I am NOT EVEN KIDDING YOU WHEN I SAY A TIER 2 CSR HUNG UP ON ME!!!!,0.0
94,843,They also included a coupon for my next order- which turns out was a lousy 2$.,-0.25
191,1346,"The ""care"" specialist just feed you the same lines they were clearly force fed and then you repeat the process all over again on the next order.",0.0333333333333333
380,2129,Then their offering was $5 off next order which is what I already used on the one that got cancelled.,0.0
484,2440,..6) All they offer is 10% discount on next order.,0.0
881,5405,Twice out of six times I have gotten a wrong order   Once by ihop where I was given 20 dollars off next order.,-0.25
895,5477,"Without it, I can't trust that my next order will show up.",0.0
1163,7156,I pull up to a place that doesn't have any of the customers items so I requested it be canceled saying Popeyes is out of the order the girl in the chat canceled the next order I accepted in stead !,0.0
1286,8243,There was nothing else I can do besides canceling it after waiting an hour and getting $20 worth of credits for a next order on the app.,0.15
1246,7921,For some that may be worth it.,0.3
1038,6291,"I will no longer be using Postmates, and I highly recommend that others do the same.",0.08
302,1850,Great app… Intuitive easy interface makes ordering and checking out painless.,0.6166666666666667
305,1861,Grubhub is such a great app to use.,0.4
470,2405,"Great app to save time if you can't walk the extra 5 miles to go to these restaurants, horrible app for saving money; you might as well walk.",-0.0666666666666666
487,2447,Great app they get back to when there's a problem Great prices I recommend this over any delivery app,0.5333333333333333
771,4731,Great app if your being lazy to go out n grab items or food.,0.275
771,4736,Other than that great app and please tip your drivers.,0.3375
843,5163,"They asked for a photo of the food as if you can see how cold it is in the photo 😂 to be fair, idk if the chicken is undercooked.",-0.1666666666666666
1209,7580,It now takes HOURS for my food to arrive when it used to be fairly reliable and reasonable just about a year ago.,0.4499999999999999
1164,7167,"Now, I have to pay even more and recently multiple orders have been bad or completely missing multiple items.",-0.0799999999999999
1223,7708,One time it was someone's $120 multiple item UberEats order that contained mostly seafood dishes that we did not want to eat.,0.25
277,1737,If I wanted my food sitting outside unattended I would have asked for it to be left I unattended.,0.0
685,4191,"why is the restaurant preparing this food immediately after accepting the order, they shouldn't be making the food until a driver has confirmed they will deliver it… that food sits out for over an hour before it gets to me… that's barely safe/healthy depending on what it is… rework this entire app, get a new strategy.",0.1465909090909091
122,1024,Got a completely wrong order delivered and they said I had too many refunds on the account.,0.0
503,2527,I've told this app about what was going on and why I was having to recive so many refunds this month and even told them about the police report I've made because of all of this.,0.5
518,2705,I was told my account had been flagged for requesting too many refunds!,0.625
1025,6216,Why give someone something and then take it away from them?!?!,0.0
435,2290,Keeps me saving money and trying new restaurants.,0.1363636363636363
696,4250,"Found new restaurant, spent about 5-7 minutes placing order, went to check out and app was non responsive to the ""checkout"" button.",0.0181818181818181
1270,8124,"I love the ease of ordering food to be delivered, and the random promotions that are included with some new restaurants that have been added.",0.0454545454545454
1231,7781,Every driver takes multiple orders and yours is last regardless of what you tip.,0.0
981,5949,I've also had problems in the past where the app menu didn't exactly match the restaurant menu.,0.0
844,5167,"From the way they have deals you can use in the app, the prices being affordable and not outrageously priced, the drivers being some of the fastest and friendliest people, and my meals always arriving correctly!",0.5
527,2805,I reported the issue to them immediately and they told me they don't issue refunds and that I should reach out to the restaurant directly.,0.1
1119,6625,She literally could of got out and helped but I guess she waited for me to say help when I looked up to say help she already was driving away.,0.0
1119,6626,"Tho I would of not waited for someone to say help and offered it, I still feel this was a better driver than the OTM which I found out means ""On The Move"" meaning someone making moves being sneaky and they sure was and got away with it.",0.5
27,347,"Honestly, would rather call the restaurant and order direct to support their business.",0.35
580,3330,"..Theres also increased charges, more than the usual rate of the restaurant if you were to order directly.",0.1166666666666666
623,3671,I was an Uber one member as well which you think would make things better.,0.5
821,5039,"Policies aren't in place to make things right...We ordered a bunch of Chinese food for dinner, my fiancée didn't have his meal.",0.0
1098,6537,Tried to Order pizza.,0.0
1317,8447,"However, on the map, I watched the dasher make at least 2 other deliveries fiest.",-0.2125
82,766,The girl that did my order yesterday was perfect.,1.0
82,767,"Time will tell for sure, but thank the girl that did my order yesterday…she ROCKED.",0.5
550,3044,It's a fine service.,0.4166666666666667
862,5295,The restaurant will tell you to contact Uber and the app offers no help.,0.1
385,2141,Prices keep going up while service and speed continue to decline.,0.0
20,260,"So by 12:30, we have no food, we have an hour wait for anything else and we have a $10 reward to a company that clearly does not vet their drivers.",0.1
375,2117,"Once it was an hour wait, and they cancelled it an hour after order.",0.0
484,2441,For a 2-hour wait with no food at the end of it!..7) I'm deleting this app.,0.0
1023,6206,"(Remember look at the comments not the Stars).Honestly this app is the worst app to order food from always getting wrong order of foods, and when i try too resolve the issue the workers on the chat are so unprofessional, never want to get a refund when order take 1hr long when they advertised it well only be 20 to 30mins and without warning they well have your order delayed and not tell you , honestly if you feel like you wanna go thru a hassle and a hour wait for food then i wouldn't recommend this app to anyone , and now I understand why they dont refund anymore on order their fault now cause so many screw up with this app now.",-0.075
1295,8302,"so two hour wait for an order that was supposed to arrive within 30 minutes and almost $90 taken out of my account until the first refund goes through, and they offer me five dollars…",0.25
605,3541,At 6:50pm I start getting upset as my order was now over 30+ minutes late.,-0.3
0,2,An hour after the delivery time which already was an hour!,0.0
88,802,..They change the delivery time to meet their needs without consideration for the impact upon the food and the customer.,0.0
111,944,Ordered food 1 day ahead to be delivered at a particular time and had it cancelled 1 hr before delivery time without any explanation.,0.1666666666666666
175,1277,10-15 minutes go by after the latest delivery time and still no movement.,0.5
209,1437,I've had too many orders change the delivery time.,0.5
209,1438,"Worst part is that GrubHub has a policy that says ""Food late, we'll give you a voucher"" but they change the delivery time before you can even put that option in.",-0.65
257,1653,"First one, took them over an hour to deliver and kept updating the delivery time.",0.25
263,1680,And the GH driver kept changing their delivery time.,0.0
661,4005,It will give you the approx delivery time and then it gets delayed 30 mins or longer.,0.0
679,4146,"The standard delivery time says 30-45min but is consistently ~1.5 hours or more long (therefore always late, and I can't use this app if I have a client meeting right after lunch because it won't come on time or will be cold).",0.0122448979591836
762,4671,At 3:00 am the app told me the food would be arriving at 3:50 which was over an hour after the original delivery time.,0.375
811,4989,"Recently, most of my orders have been delayed and later than anticipated delivery time.",0.25
811,4990,It's becoming a thing for the app to delay the delivery time.,0.45
819,5027,normally the app is fine (it still almost always lies about delivery times).,0.2833333333333333
859,5279,The delivery time got pushed back twice and then around 1:15am our order was canceled.,0.0
875,5372,So they triple the advertised delivery time and tell you that only after you've already placed the orders .,0.0
1018,6175,(And 30 minutes later than the previous delivery time) I then explained it has already been an hour and they said all they could do was reimburse me 20% which was $2.16.,-0.0833333333333333
1070,6427,They will push your delivery time back for hours while their drivers cancel for no reason.,0.0
1128,6746,"If the app is not going to remember a pre-scheduled delivery time, don't make that an option.",0.0
1140,6892,I have never once had them within 30 mins of the initial delivery time sent.,0.0
1203,7529,I ordered from a restaurant last Friday when DoorDash app said delivery time is 57 mins.,0.0
1203,7530,"But after placing the order, delivery time changed to 80 mins which is too long.",-0.05
1284,8229,Half the time there is an issue with the order of delivery time is wrong.,-0.3333333333333333
1307,8382,Fantastic delivery time.,0.4
1329,8538,"The delivery time is always way off, and the items in the order are almost always wrong.",-0.5
48,527,"Arbys can do better here, and it'd be great to see that happen.",0.65
399,2187,If it had an option to add however many additional sauces then it would be great.,0.65
608,3569,"If we had a 2-3 minute grace period to cancel the order after placing it, that would be great.",0.8
798,4914,"They used to be great, now?",0.8
1186,7368,DoorDash used to be great.,0.8
1136,6847,How could it be possible that they don't have the information themselves!?,0.0
325,1946,This was after I ordered a family meal for 8 people and received a single sandwich and had photos of the receipt showing the wrong item was delivered.,-0.2857142857142857
572,3273,"..For example, I placed an order with a merchant and realized I had a wrong item, so I canceled the order within seconds after placing it.",-0.5
827,5071,"UberEats has absolutely no concern on whether you receive the wrong item, are missing an item or an order is brought egregiously late.",-0.275
1223,7707,"Wrong restaurant, wrong items.",-0.5
827,5079,I think DoorDash just got a new customer.,0.1363636363636363
503,2529,Now they are claiming I have multiple accounts.,0.0
1145,6946,Here lately I have multiple orders in a row where my Dasher either never makes it to the store or they go somewhere way out of the way.,-0.15
1015,6147,"Y'all can come pick up this order and trash it, but I'm not paying for it!",0.0
1289,8268,"The picture doesn't even show the food, it's just a photo of the neighbors house taken from the driver's car.",0.0
612,3591,"When I brought this up to the company, they pretty much rejected my complaint, and I had to keep on pressing the issue for them to see that I was a regular customer and I never had any issues with previous orders and for them to do something about it.",-0.0033333333333333
1141,6910,"doordash's reason was that i was compensated ""in the previous orders"".",-0.1666666666666666
690,4216,"If the business hours are available, why not show them in the search results, or filter places that are closing soon?..All in all, Uber is ran by venture capitalists and overpaid programmers in Silicon Valley, and they underpay their contractors, who actually get the job done.",0.2
123,1032,"I don't get it, might be hacked",0.0
688,4206,"So because other restaurants make a mistake, I have to be penalized for it?",-0.125
1263,8076,I'll delete the app and use others from now on.,0.0
1231,7784,DoorDash Credits.,0.0
47,519,This app is not worth time time.,-0.15
546,3016,"I don't usually order with them, but we have very limited delivery options in our area and try various options (DoorDash, grubhub, etc.).",-0.1142857142857142
655,3952,"Generally, you don't pick a delivery option for dinner until your already close to dinner time.",0.05
12,174,"It was set to arrive at around 5:40, perfect for dinner time.",1.0
1275,8161,Let me be clear when I say this has happened CONSOSTENTLY.,0.1
711,4344,"I'm sure she will be punished, but that doesn't help me.",0.5
6,90,The app showed driver 45 min away enroute to order.,0.0
6,100,Took him 30 min to get 5 miles down the road the app showed him lost and hovering in random parts of our neighborhood.,-0.3277777777777778
1157,7103,My app showed 3 different dashers were on their way.,0.0
631,3738,After speaking to  the agent I keep getting the same copy and paste explanation about how I'm not getting my money back.,0.0
576,3307,It was just overall frustrating especially as a new customer that it's too familiar.,0.0619318181818181
862,5294,Get ready to have messed up food and the app tell you it's not eligible for a refund!,0.25
149,1163,After allowing DoorDash mess up 3 out of 4 recent orders.,-0.0875
1324,8505,My most recent order that would normally be a 15$ meal if you pick it up yourself costed me 40$ through the app.,0.2166666666666666
1006,6056,"I contact Help, who are absolutely beyond useless.",-0.15
376,2119,"Four stars, because I wish that when restaurants did there own delivery I could track their progress to my door.",0.6
12,177,"By the time I could order something else from DoorDash and have it arrive, I was eating dinner at 7 while my kids were getting ready for bed, they having had grilled cheeses.",0.2
62,642,The problem is if you order something far it comes faster than if you want something from a spot close by.,0.1
713,4359,I want the notifications when I actually order something so that the driver can contact me if needed.,0.0
747,4576,If you order something for an important respected client and it doesn't arrive and we have to take it out of our paycheck and it becomes and issue if it keeps happening.,0.4
1275,8155,"Time and time again I order something from my town, and time and time again I don't receive my full order.",0.35
45,501,And nearly all of not all orders that do make it have issues.,0.1
88,800,I frequently have issues with drivers being late or abandoning the order.,-0.0999999999999999
174,1269,.My driver refused to communicate with me.,0.0
811,4987,"Used to be a great food delivery app and the main one I used, completely has gone downhill.",0.3555555555555555
1228,7742,The sandwiches at the store don't even cost half this amount.,-0.1666666666666666
524,2774,"Check your 401k, how can a company make money if the cannot track their own performance.",0.6
694,4239,Drivers are crap amd don't care how much you spent they just want to make as much deliveries possible to make money and they expect a tip on top of that.,0.0
791,4871,"The app pays almost nothing to the drivers so they have to take 2 orders in order to make money, that makes your order take double the time to arrive.",0.0
1186,7375,"I'll be at work and give them EVERYTHING they need upfront then say ""please adjust gtg thanks"", but they'll say ""How's your day going"" and close the chat if im not small talking and pointlessly sitting on my phone waiting for them to wrap it up.",0.025
65,667,It's making it very hard to get food as many dining locations order through grubhub only.,0.0402777777777777
191,1344,NEVER seem to get food delivered on time.,0.0
321,1929,When you are disabled and can't drive it is a real treat to find this service and to get food from one of your favorite restauarants; Pizza Union San Marcos.,0.1666666666666666
357,2058,Great way to get food brought directly to you!,0.4625
495,2471,"..It's almost like every restaurant is now closed and I can't get food, and maybe I would have if I wasn't waiting for your service.",-0.1
625,3686,We had no other way to get food and groceries to our hotel.,0.0625
632,3741,The service is good for late at night after bars when you can't drive or when you are to busy to get food.,0.1666666666666666
669,4063,"I used this app all the time when I was very sick about a year ago, and basically relied on it to get food.",-0.9285714285714286
804,4947,I have had a decent experience most of the time but I often have missing food items and then myself and the people I am ordering for are just out of luck and have to go somewhere else to get food and they will refund the food cost but not delivery or fees.,0.1555555555555555
892,5455,I was happy to stay home and order through the app being that I'm pregnant and don't want to drive out to get food.,0.5666666666666667
1223,7702,In general I liked DoorDash because you could get food when you don't feel like cooking or going out.,0.325
1330,8548,They literally left me hungry and had to get food elsewhere.,0.0
460,2357,Every time the order could not be completed for reasons unknown.,-0.1
515,2678,To be completely honest with you Alanah F. If you knew business.,0.6
574,3292,"Out of the three orders to the same place I made that day, only two of them made it to my door, and only one wasn't spilled.",0.0
1210,7592,"However, when the driver is stopping to drop off other orders, not always from the same place, my order is usually the second delivery.",-0.09375
559,3141,Because it's horrible to be ripped off and having nothing ya can do but accept it,-1.0
177,1286,"Instead of allowing me to cancel an order that was going to take over 2 hours to arrive, they offered a $10 voucher and claimed the order couldn't be canceled because the restaurant was already preparing it… Well Grubhub, that might be true, but who wants food that's been sitting around the restaurant for over 2 hours?",0.275
9,134,"In this post Covid job apocalypseIt would be better if a company with his big name in food delivery as GrubHub, would value their drivers and delivery people a little higher and give them credit for doing the job that they are doing.",0.140625
308,1879,If that matters lol....I'm done with food delivery,0.0
328,1958,Food delivery.,0.0
378,2124,Use any other food delivery app,-0.125
648,3899,Even giving out refunds if merited…Thanks for being that STAND UP # 1 FOOD DELIVERY COMPANY!,0.0
659,3983,There have been 3 instances in which my food delivery has been late by over 1-2 hours / didn't arrive.,-0.3
778,4787,Literally try any other food delivery app because they will at least pretend to care about their customers experience.,-0.2125
1041,6321,Just stay away from the Uber's attempt at food delivery.,0.0
1042,6326,"i haven't used a food delivery app since, and especially caution my friends and family against postmates specifically.",0.0
1088,6503,This app is by far the worst food delivery app EVER.,-0.45
1110,6576,Could not think of a sadder excuse for a food delivery app.,-0.05
1135,6833,They are the worst choice for food delivery and should be avoided at all costs.,-1.0
1211,7602,DoorDash is absolutely the worst app to use for food delivery.,-0.4
1225,7716,I had to switch from this food delivery app.,0.0
33,403,.I'm so grateful that we see some of the best drivers who take their job seriously.,0.3333333333333333
103,897,Best drivers.,1.0
522,2750,"I tipped a dollar today planning to tip more after I got my food, but never received my order!",0.625
766,4703,Then when it gets there on time or a little earlier than predicted they send you a notification to tip more because it's early.,0.103125
1183,7351,"Sure, it would just add anxiety to feeling like you need to tip more based on how long your order is taking, and it's probably good that DoorDash has ways of differentiating itself from others, but that's just another quality of life improvement that feels like it's missing from the app.",0.29
64,654,However why do you allow drivers to pickup multiple orders in various places.,0.0
41,476,I contacted the restaurant to find out if there were two orders so I know there was no reason for the food to be cold.,-0.6
365,2086,No refund of course the food is going to be cold; don't even want the food anymore.,-0.6
5,74,I spent over an hour trying to place an order and my order kept being cancelled for no reason.,-0.1
810,4983,I wasted an hour trying to fix this problem.,-0.2
952,5777,I also just spent an hour trying to order myself a meal while giving my kid a bath.,-0.1
143,1138,When we lived in NYC it was the undisputed best app to order food from and it was overall what you'd expect.,0.5
217,1485,.In spite of all this Grubhub is the best app.,1.0
1217,7659,This isn't the best app to use if your order gets messed up.,1.0
555,3096,Experienced total dissatisfaction with the whole app and services.,0.3333333333333333
1156,7081,But all that is changing as of today...This whole app is based off of people doing their job.,0.2
1290,8274,"But when you click on a restaurant to look at their offerings, and then go back to the main list, ultimately the whole app refreshes and brings you to the top of the page.",0.1733333333333333
24,309,"Make the order right, send the driver to go back and pick up my correct order??",0.1428571428571428
212,1455,Did I mention it was not even the correct order?,0.0
589,3400,We proceeded to place the correct order to which the driver cancelled on us.,0.0
688,4205,Uber will not give me a refund because I previously reported another restaurant for not giving me the correct order as well as another for having here and my food which I always provide evidence.,-0.1666666666666666
932,5666,I haven't received a fully correct order in at least 8 months.,-0.3
1092,6515,"I think there could be more strict rules that need to be followed to ensure the correct order is being sent out, the food modification options are being followed and communication about such is happening so people can choose to cancel if they don't fulfill the order",0.25
748,4582,Continue doing great I appreciate you all so much!,0.525
1167,7202,There are more than 10 instances things like this have happened.,0.5
174,1273,I went and picked it up myself so it would be hot when we ate it.,0.25
277,1739,It's a simple request why is so hard to get right?,-0.0019841269841269
279,1747,"Would give zero stars, have deleted my account.",0.0
725,4430,I have deleted the app after the fourth time in a row of dealing with this issue.,0.0
