r_id,reference_review
1115,I have to get refunded majority of my orders and just go without or get in my car and go pick up after wasting time with completely false delivery windows or drivers who completely ignore addresses.
1115,"No convenience with any of it, so the app and service are worthless."
1255,The worst customer service ever!!!
1255,Ordered dinner that worth $100  and waited an hour but nothing was delivered even though the driver put my order was delivered.
1255,When I reported the problem i was told that my report has been noted and someone was going to contact me but nobody did.
1255,I contacted the customer support and they said at first i was supposed to contact them right away when i told them what happened they said wat for an email and of course nothing so I contacted back and they told me that they can't do anything about my last order and i was not going to get any kind of refund.
1255,I've been using the app for a few years never had any problem before this so very DISAPPOINTED not sure if i can order something else again knowing I'm not going to get any help if something like this happen again.
736,Please use GrubHub or DoorDash do not use UberEats this company is ran by a bunch of convicts who wanted to steal money from innocent people this company is a disaster and everything about them is horrible they will say one price and then as soon as they get your card information try to milk you for every single dollar you've got they do not want to deliver your food they do not want to see you eat this company wants to just take your money and watch you starve on the side of the road everything that they sell and everything that they have is overpriced this company is absolutely horrible and needs to be shut down immediately because they're all convicts and just scam artists
784,"When UberEats application or your connection have an issue and UberEats server is unable to connect back to your phone, UberEats will ASK YOU TO RETRY YOUR ORDER WITHOUT YOU KNOWING UBEREATS ALREADY PROCESSED THE FIRST TRANSACTION."
784,"If you call them, they will say, the store has already processed your order and UberEats will be charged blah blah blah… GET THIS."
784,"If it weren't for the application prompted me to retry the order, there wouldn't be any duplicate at all."
784,IT'S A SIMPLE LOGIC 🤯🤯🤯..Like how do Banks able to automatically dispute or disapprove a duplicate charge within seconds of time and UberEats cannot?!?!?!
784,"FRUSTRATING...For whoever's fault, if you cancel, UBEREATS WILL NOT RETURN THE ENTIRE AMOUNT."
784,You'll be surprised to see a tab equivalent to two Entrees in a restaurant.
575,I ordered food to be delivered to my girlfriend who is in a pinch and doesn't have money for lunch.
575,"Not only did the driver not follow the instructions, but after calling and having me reiterate them to him, he never delivered food to my girlfriend."
575,"..After that I attempted another order but my girlfriend had to go back to work so she couldn't eat even if she wanted to, and we were charged a second time for cancelling."
575,When trying to get a refund they couldn't even immediately refund my card.
575,"Instead they offer ""Uber cash"" which traps you into spending more with them, and they refused to refund the 2nd order that was unable to be completed as well...Completely dissatisfied and now I'm out 50-60 dollars."
575,I don't care about the Uber cash remaining in my account.
575,I'm never using this service again.
575,Don't recommend.
623,Not only is the app buggy and annoying to use(randomly closing while I'm making an order or bugging out when I'm trying to contact my driver).
623,"The ""support"" is non existent."
623,My orders have been messed up multiple times but when you contact support you could be waiting up to 3-4 DAYS for a response.
623,Then when you get the response they ask for information that you would've had 3 DAYS ago (which was not asked for at the time of the original claim) but now you don't so they throw you 5 dollars in Uber cash and say F off for a 45 dollar order that was ruined or wrong.
623,I was an Uber one member as well which you think would make things better.
623,Will never use the app again same with Uber.
623,It's a scam and they don't care what happens to your money or food as long as they get paid.
778,Part of my order was missing.
778,"It came with dry fried chicken, no sauce, rice, soup, or seasonings, ruining the entire meal."
778,"The entree was $20 and they ""refunded"" me $5 uber cash."
778,"I don't want uber cash, I want my money back!"
778,I had to wait an hour for my food just for it to be incomplete and inedible.
778,"Terrible service and there's no way to contact customer service through the app about the problem, they just keep saying ""we already refunded you $5 uber cash for this order""."
778,To even USE the $5 I'd have to spend more of my own money!
778,Literally try any other food delivery app because they will at least pretend to care about their customers experience.
866,Don't like how this would be my 2nd time Uber has been charging from what I haven't spent.
866,They charged me 21 dollars worth of food and I didn't even order anything… I didn't get a refund.
866,I checked my email to see if I accidentally charged myself but no receipt.
866,And I have checked my past orders but there's nothing with a charge of 21 dollars within that day it was taken from my account.
866,I called they did help me out but they told me to send them a screenshot of my charger and since then I haven't heard anything from them.
866,No emails no refunds not even Uber cash.
943,My order is constantlyyy wrong when I order from UberEats.
943,"On top of that, the system for ""correcting"" the problem is horrible."
943,"Constantly disappointed, paying more money than the food is worth when I'm missing half my order, and when they've refunded me in Uber Cash I always got less Uber Cash in my account than was supposed to be refunded."
943,"And if you call customer service, they'll tell you there's nothing they can do."
943,Frustrated and hungry.
943,Will never use UberEats again.
114,Orders are constantly late.
114,Sends drivers to wrong address.
114,Whenever I order I get one ETA then when that time passes I receive an updated eta for 30+ minutes into the future.
114,I app will say driver has your order but the location can't be tracked and it still shows as being at the restaurant.
114,Once I upgraded to free delivery the actual prices went up and delivery times are consistently 50 minutes.
114,After numerous mishaps and random order cancelations after an hour of waiting for an order I will never use this service again.
207,Grubhub systematically takes advantages of workers and customers.
207,..They refuse to provide their drivers with support and accurate navigation.
207,I live in a condo complex and my food is delivered to the wrong address every other time.
207,No matter what instructions I provide.
207,..Grubhub will refund your order for this once.
207,But if it happens twice they will just take your money.
207,"Your account will be labelled as a scammer, no matter how much evidence you provide."
207,..Grubhub is not a food delivery service.
207,"They make their money via fees and scams like this, claiming they provided a service when they didn't."
207,"..The fees are double what the food costs, plus tips, because they don't pay their drivers."
207,..There is no possible way for you use this app without being scammed.
338,If I could rate negative stars I would.
338,I used this app for a while and in the last 3ish months it has been nothing but issues.
338,Cold food.
338,Incorrect food.
338,Food delivered to the wrong address.
338,Don't expect to get help from customer service.
338,They are beyond awful.
338,Unprofessional.
338,You will not get reimbursed.
338,They will offer you credits toward future orders.
338,It's the worst company I have ever dealt with.
589,We ordered some cake but my husband soon realized we had the wrong address in and cancelled it within a minute so there was no way they were preparing our order.
589,We proceeded to place the correct order to which the driver cancelled on us.
589,The 19 dollars was refunded however the first order of 30 they refuse and then this morning I woke to find they had taken another random 18 dollars out of my account.
589,This is the second time they keep charging us randomly.
589,The first time I was resolved and they were the kind the second time the help line basically said you should have contacted us that night sorry there is nothing else we can do and would not further explain why we were charged three different times for food we did not get.
589,This is the second time they have done this to us.
589,Watch your account because they seem to make random charges.
720,I will no longer be using this app after my latest experience.
720,"Ordered delivery around 5pm, food was probably ready around 5:30, but the driver kept getting lost, and once they finally picked the food up they delivered it to the wrong address!"
720,"I demanded a full refund through the app which thankfully I got, but c'mon, you mean to tell me your drivers can't even get the address right?"
720,"I could've easily gone out and got it myself, which is exactly what I'll be doing from now on instead of using this money-grabbing scam of an app ever again."
720,"Believe me, you don't wanna waste your time and money with this app."
720,You're much better off ordering delivery through the restaurant itself.
1085,If you hate having your deliveries given to the wrong address.
1085,This company is the most efficient and I would say has the fewest mistakes or missed dinners.
1132,"Some time after coming out DoorDash added the feature for dashers to ""complete other orders nearby""."
1132,"Then after creating this problem where the customers food gets cold, DoorDash ""solved the problem"" by allowing the customer to pay extra for direct delivery."
1132,It's ridiculous to ask the customer to pay extra to solve the problem you created.
1132,Numerous times I've gotten cold food regardless of how good the driver is.
1132,"Sometimes the nearby customer won't come to their door, or the ""nearby order"" isn't nearby at all."
1132,"If it wasn't for the fact that I enjoy hot food, this wouldn't be a problem, I can wait a little longer for my food, but it gets cold."
1132,"Without this feature I would give DoorDash five stars as a customer, until then it's two."
1132,I assume the multiple orders feature was only added to appease the dashers who weren't being payed properly.
1132,"But maybe instead of putting that onto the customer you just pay your dashers fairly...Side note, I would also love if they could add a feature to see the car your dasher is driving, a color and make or something."
1132,"I live in a city where the dashers have a hard time finding me, and I'd love to be able to pick out their car and wave them over."
301,Please update the gos you give the drivers.
301,I had to direct two drivers to my building after they were given incorrect directions through the app.
301,The food and service was wonderful!
1267,"I use DoorDash and lot, and I have used it for almost 3 years."
1267,We have rarely had issues that were not the restaurant's fault.
1267,"However, in the last few months, the map function that the app uses has been sending the dashers to the completely wrong street."
1267,For years this was not an issue.
1267,"All of a sudden, every time we order the dasher ends up calling us to say they can't find our house, and it it can sometimes be a huge hassle to get the dasher to the house."
1267,"Doordash, please update your maps."
1267,"This house has been here since 1976, so it's definitely you and not me."
7,"I ordered Wendy's one night at around 10:00 - 10:15, and they had to delay my order for about 30 minutes, which i get, stuff happens ya know it can't always be perfect."
7,"And then I get another delay, and then another, next thing I know my order is not going to arrive until an hour and a half past when it was originally going to arrive."
7,"I noticed that when I went to the Home Screen where all the restaurants are, they had all closed."
7,"When I searched places such as insomnia cookie, which stays open very late, it said they were still open but it wasn't appearing on the Home Screen."
7,This meant there were no delivery drivers to actually deliver my order now and Grubhub does not know how to handle this when it happens.
7,I contacted support and was told my order could not be cancelled but could instead receive a 10% discount .
7,.
7,Woo.
7,"I attempted to contact support multiple times after but for some reason it would not reconnect me to anyone else, I did get reconnected to one person, however they said nothing the entire time, and after sitting in the call for about 5 minutes with no response, I left."
7,"This is definitely up there with some of the worst experiences I've had with delivery services, I was honestly kinda impressed."
41,Placed an order for delivery an hr ahead of time from a fast food restaurant.
41,Driver shows as being at the restaurant then drives to a different location.
41,I message them and then they cancel the delivery 5 min after I had scheduled the delivery.
41,"I contact customer service they say it will be another hr, and give me a 10$ perk."
41,I cancel the order and place a new one.
41,The new driver delivers the old order that had been sitting for 2 hrs and keeps the fresh order.
41,I contacted the restaurant to find out if there were two orders so I know there was no reason for the food to be cold.
41,The order I received had the initial time of the first order I placed.
41,I contact support again for a full refund cause everything is freezing cold.
41,Instead they give me $5 off my next purchase.
41,Deleting my account and the app.
308,Please please please hire better people or educate the one you have on how to treat customers.
308,Oh and you should make the options that we pick on the app such as (Hand the order to me) but instead the driver just leave it wherever then leave.
308,I try to contact support but they always have a way to shut me down even tho I'm a plus member!!
308,If that matters lol....I'm done with food delivery
801,Ordered something from a pharmacy.
801,They didn't have it in stock.
801,App wouldn't let me update the replacement item the delivery driver found.
801,So I place a second order with the new item.
801,"App then doesn't cancel the first order, and sends the driver back and allows them to replace the item."
801,Go to cancel the 2nd order.
801,App won't let me cancel the second order.
801,"Contact support, they take 25 minutes to not cancel the second order and it gets delivered too."
801,Paid for 2 orders of something I only need 1 of for a year.
801,Have 2 of something I need 1 of and got charged delivery feeds and tipping for 2 deliveries.
924,I did my first ever order today and the food was delivered to a Whole Foods instead of my apartment.
924,The driver called and requested my pin.
924,"Without knowing that would allow her to claim the food was delivered, it was provided."
924,..I received a notification the food was delivered yet I never saw it.
924,I attempted to contact support but they said I have a high amount of refund requests despite never using the app.
924,..Do not order from this company.
924,They will not support you if something goes wrong and will wrongfully take your money.
1233,I tried to place two orders yesterday and both were cancelled because both of the businesses were closed yet they were still available on the app.
1233,The money was taken out of my account.
1233,"Fast forward to today, I'm having pain and discomfort so I order what I needed from cvs and it's delivered to the wrong place."
1233,I text'd contact support and showed them the picture the dasher send of the mat and door they delivered to.
1233,I also sent a picture of my mat to prove they delivered to the wrong place.
1233,They told me my case was under review and someone would make contact with me in 24 hours.
1233,I ordered medicine for pain to be delivered so I wouldn't have to go get it myself.
1233,It was the dashers mistake but they refused to just resend my order.
1233,"Three issues within two days, that's too frequent."
1233,I'm deleting the app and choosing another option.
1233,This is ridiculous.
95,"System works great, food is always good and the communication of my order status is top notch, but there are just way too many fees."
95,"You have to pay a delivery fee, a service fee, a tip, and the price of the food is higher on Grubhub than you would pay at the restaurant."
95,Add the monthly fee to that and it's just crazy how much you're paying if you keep track!
95,We only use Grubhub when we can't go pick up ourselves for some reason.
984,"They allowed me to purchase there subscription service, Uber One, without verifying my CVV, which is fine, because I lose my cards all the time."
984,"The funny thing is, right after that, they would not allow me to purchase food without verification."
984,"So I was able to set myself up for a monthly fee, which I was entice to do becauseI was going to save on the order I was currently making, then I was not allowed to make that order."
984,"Also, it just doesn't have nearly as many options as DoorDash!!"
984,!
800,"My experience has been very good, .Most drivers arrive on time, .My food is never tempered with, .I always tip well if I get 100% everything I ordered, I know late nights can get frustrating and tiring but us people that order appreciate you and all you do to make this experience the best so I thank you for that."
800,.Your all doing a wonderful job
96,I never had a bad experience until this week.
96,I ordered some food thinking it was close by so I could pick up- it wasnt.
96,.Therefore I cancelled the food.
96,"They wouldnt refund my money so I chatted w customer service, Hugo, and somehow the chat ended before I could make a choice."
96,.They sent me a $15 coupon that I could only use IF I purchased something $15+ without taxes and fees.
96,That means I would be paying more money!
96,".I talked to another lady to sort it out, Brittany L, and before I could answer she ended the chat on me too."
96,Absolutely terrible customer service.
96,She gave me 10 secs to reply back before ending.
96,If only I could post the ss.
570,Both the app and the service are terrible in my experience.
570,"I just gave them another try after a bad experience a while back, and it was a total fail."
570,"I didn't receive a notification from the app when the driver tried to contact me even though notifications were enabled (got a robocall instead), yet when I called the driver via the app they simply wouldn't answer."
570,"The app told me I could leave a message, yet repeated calls just disconnected me."
570,"My internet/phone signal was strong, so it wasn't that."
570,"My order status switched to ""delivered"", yet the food was never delivered."
570,"The driver simply wouldn't answer their phone, and the app gave me no way to actually contact a human being."
570,"It offered to refund what I paid, but my dad and I were left without dinner, and the promo credit I used was not given back."
570,By this point the restaurants near me were closed and it pretty much messed up our evening.
570,Never again.
1109,I don't know why everyone's complaining in their reviews.
1109,I've never had a bad experience with postmates and I use it literally everyday.
1324,"Most of the orders I have placed on the app had been cancelled because the restaurants had supposedly been closed; sometimes the restaurants are actually still open, OR a driver will arrive at the restaurant and it will be closed."
1324,How is the app not aware of the hours of the locations that they service??
1324,And how come it often lets me add menu items toy cart and then tell me AFTER that the place is closed.
1324,"They also don't allow you to tip afterwards, which to me is completely unacceptable."
1324,Nothing but bad experiences.
1324,0/5...Also absolutely ridiculous to charge huge fees on top of the items already being priced higher on the app.
1324,My most recent order that would normally be a 15$ meal if you pick it up yourself costed me 40$ through the app.
480,Extremely unprofessional and full of bugs.
480,Every single delivery was +1 hour late.
480,"I send messages through the customer service chat, and there is a bug: as soon as they respond, I automatically get a message saying that I did not respond, and they close the chat."
1293,If you want real advice take it right here it's waaaay better if you go by yourself grab your food and take it home then using this app but if you can't go grab the food yourself use this I only rated it one star because of the tax that's thrown on here for no reason I can't even tip the DoorDash driver bc 10 dollars gets added on every meal you order to sum up the story / if you absolutely can't get the food yourself use this app but if you can then absolutely do NOT use this app you'll waste waay more money on tax than gas using this.
1293,This app can also just help you find other places to eat and what the menus and prices will be I keep it on my phone just in case I'm ever in a situation where I have into use it but I barley ever use this app because of the money tax
9,I agree with the reviewer who said that customer service only response is to refund your $ but not to make it right..
9,"In this post Covid job apocalypseIt would be better if a company with his big name in food delivery as GrubHub, would value their drivers and delivery people a little higher and give them credit for doing the job that they are doing."
9,I wouldn't do the job myself but I'm glad there are people who do since I am a handicap shut in..But I've struggled with Walmart over almost 3 months to get them to honor the price quoted by one of their vendors.
9,Apparently there are no companies anymore who value and honor their employees.
9,The bigger they are the less they care.
9,.I wish there were someone out there who would create a delivery service where the money went all to the restaurant and  drivers and all the service did was broker their services..Alas we do not live in that world.
9,For whatever it's worth GrubHub seems to serve things up just as well as any other delivery service I had to use.
15,I have had to deal with their customer service several times.
15,They have all been horrible experiences.
15,There is no empathy to anyones situation and their solutions are laughable.
15,Tonight we placed an order and 10 minutes later I got a notification that it was cancelled and then a phone call letting me know my order was cancelled due to a restaurant error and I would get a refund within 5 days.
15,We made other plans for dinner and we're sitting down to eat 40 minutes later when my phone rang and it was the restaurant that we originally ordered from asking if we were coming to pick up the order.
15,I guess Grubhub cancelled it on their own without telling the restaurant.
15,"I apologized as if I knew, I would have gone over and picked it up myself."
15,"I went and read the email Grubhub sent and they stated it was a delivery error, but customer service blamed it on the restaurant."
15,This is horrible for both the consumer and the restaurant that lost the money for food they prepared.
15,"We've had so many issues, but I won't be wasting money on this anymore."
24,Where is the accountability from Grubhub when mistakes are made?
24,You delivered the wrong order to my home this morning.
24,I call you and tell you what happened and you tell me you've refunded the order and that's all you can do.
24,We call the restaurant and our order is just sitting there.
24,I ask why you can't deliver my order?
24,Customer service says once the order has been marked as delivered there is nothing they can do.
24,Absolute trash of a service you provide Grubhub.
24,"Make the order right, send the driver to go back and pick up my correct order??"
24,"I didn't call you for funsies, your job was to deliver to my food and a mistake was made."
24,Why is Grubhub not able to make good on their end??
24,Last time we use your service Grubhub.
24,Corporate pigs at their finest.
24,Talked to customer service and waited for over an hour after our wrong order was delivered to finally get someone on the phone who also wouldn't accept any accountability.
38,"Placed an order and waited 2 and a half hours, called the restaurant and was told the food was picked up a while ago, I couldn't reach the driver nor the restaurant could..When I chatted with customer service twice,.No one could reach the driver or call the restaurant, the restaurant blamed GrubHub and GrubHub blamed the restaurant."
38,"At this point my food was already cold 2.5 hours later- I asked for a refund and an email to write a complaint, BUT the chat was ended by the representative."
38,Uber would have NEVER done this.
38,"The restaurant reported that the driver PICKED UP the order, but the driver CANCELLED IT- which means he got to enjoy my dinner instead… and GrubHub still said it was getting delivered."
38,As it is now.
38,"So safe to say, someone stole my food, a GrubHub employee, so I will never be trusting this company again."
38,".No help,  no support, no nothing..Horrible service."
38,Save yourself the trouble.
44,GrubHub has no control over your order.
44,They are just there to take a fee.
44,"Customer service is very polite, but useless."
44,"Once you place an order, you have to hope for the best."
44,"Maybe it will be there on time, maybe it will be an hour late."
44,"Maybe your courier will pick up your order when it is ready or take a nap, grab some lunch, take a few trips via some ride app or just sit at home watching tv and cancel 45 minutes after your food was ready."
44,"You can't blame the restaurant, can't switch drivers even if they aren't moving for 30 minutes, and you can't edit a tip."
44,"Even if you could edit the tip, the person who made you wait an extra hour canceled so you would be punishing an innocent courier."
45,I've tried multiple times with this company.
45,So many times they string you along with an order and tell you someone is on their way when in truth there's no one coming and the order isn't on its way.
45,And nearly all of not all orders that do make it have issues.
45,"This is the worst, in my experience, of any of the delivery apps."
45,"And barring the Bezos investment, I fully expect this company to fail."
45,The product and service is terrible.
45,The customer service is terrible.
45,And I don't need to sell it any harder than that.
45,"As soon as anyone uses it, they will realize how bad it is and be sad about the fact they've downloaded it at all."
45,"Jeff, wish you would have brought us something, but this company is terrible."
45,"Its customer service is terrible, and it's a drag on your brand."
47,Had to make a second account to order food because my account that I only had access to was disabled because they felt like it just for them to do it a second time.
47,"When I reach out for assistance I get a sorry there is nothing we can for you besides give you the run around and make you wait for a response from a special department that has no name that will never be received as I am still waiting for the response from my first account which was stated to be sent within 48 hours from the time Grubhub decided to disable my account, that was about a month ago."
47,This app is not worth time time.
47,Stuck with UberEats they might be a lil more expensive but they are more professional.
47,Especially their customer service.
47,Do better GrubHub
55,"The app works fine, which is why I gave it 3 stars, however there is a severe lack of customer service."
55,"If your order is wrong, it just refunds the cost of the item that is wrong."
55,You have to hunt for the chat option and they can't do anything but recite what the GH+ membership includes.
55,What if I wanted the correct food still?
55,What about the service fees?
55,I just spent $20 on food that I can't eat and had to give to a coworker because it was incorrectly made and I have dietary restrictions.
55,But I got $8 back so apparently that's fair.
55,This is where there is a monumental difference between GH and DoorDash.
55,I will be going back to DD.
56,I ordered from a cookie place and it said it was going to be here in like 30-45 mins so I was like ok.
56,It has passed an hour and some minutes since I ordered and I called the cookie place I ordered from and they said they couldn't do anything so I called the customer service number and it TOOK SO LONG for the lady to give me my money back.
56,The next day we went outside and the cookies were on the ground.
56,"Mind you, I kept going outside to check to see if they were there."
56,When the cookies got there the delivery guy could have at least knocked on the door but instead they decided to come at like 3:00 in the morning and sit them by the door.
56,I was up all night so I could have gone down there to get them.
56,They have terrible customer service…
61,If you are a restaurant.. don't .If you are a consumer.. there are others Seamless isn't the one.
61,..5 stars to get attention.
61,This deserves one star.
61,Customer service is insanely horrible.
61,..This last experience resulted in this review.
61,I've been disconnected from customer service and have had questions that were refused to be answered.
61,..This time was hilarious.
61,"..My driver gave us a pizza from another restaurant, the wrong size and cold."
61,"No problem, but going to customer service was crazier."
61,"I asked for a refund, the asked if I could get the $$ right away to use I also asked if they had expedited delivery on Seamless."
61,"This person told me they couldn't refund, I'd have to wait 3-5 days.. fine, what's the total?"
61,I was told to check my email..
61,"..I asked what about my other question.. this person answered,""nothing."""
61,..Nothing?
61,Lol hilarious.. ..Seamless is horrible
75,"Over 5 times I ordered from Grubhub, the drivers pick up the food and cancel the order when they get close enough to you, they actually get to keep your food."
75,"The other times they delivery driver calls me to drive to them to pick up my food, whats the point of the delivery if I have to drove to pick it up."
75,Worse food delivery service and I will never ever use their service again.
75,Customer Service is no help either.
80,"I ordered food and when I went to check the status near the time of my provided delivery window, it had said it had been delivered 30 minutes before."
80,I checked all around the house and at all the neighbors and nothing.
80,I was unable to go back and see my driver or rate them or anything and customer service was not able to give me any information on what happened.
80,I didn't receive any updates despite having text updates on.
80,Customer service only offered to reorder my food which also arrived late.
80,..I will never use grubhub and will also tell anyone who listens to use a different app.
84,"I had three separate orders to three different places canceled over an hour after I placed the orders, after the drivers drove all the way over to pick it up."
84,This was in the same night because I kept trying different places.
84,"Restaurants confirm orders, and then when the drivers get there they don't have the items that they confirm they have and just cancel the order on you."
84,The customer service representatives offer to do nothing to help you and don't care.
84,The drivers don't communicate when you reach out to them.
84,No one calls to ask about substitutions.
84,The whole thing is a waste of time and money.
90,9/10 times you place an order on this app it'll be wrong.
90,"That's not including missing utensils/straws (that almost always happens), I'm talking strictly about the food."
90,"It's good that the refunds are quick, but it gets tiring to always have to deal with a problem whenever your order arrives."
90,"I've only ever had my order show up correctly a few times, and at this point I'm thinking of trying a different service...EDIT: The link customer service responded to this post with doesn't work, that should about sum up the disfunction I'm talking about"
109,"In the past, I've had restaurant issues delivering the wrong order or missing part of the order, or even no-order and GrubHub has always been very RELIABLE in correcting or solving or just making it right with me."
109,Good customer service goes a long way- a quality that's hard to find now a days.
109,Keep up the good work GrubHub.
113,There is no customer service.
113,"The number they list is a mailbox that says, we don't monitor this mailbox."
113,Call it.
113,If I didn't have a problem it would be hilarious.
113,They only take your money and no way to fix a problem.
113,$$$ gone.
113,They happily answer and email if you want to use them for something tho.
113,I wish I read the reviews before I used them for something.
113,Don't believe anything about a customer service number or email.
113,They send you to a FAQ which doesn't solve anything.
113,Apple should delete then from there store.
124,Longtime Grubhub user.
124,The current customer service is beyond awful.
124,Food is never delivered on time (and the estimated wait/delivery windows are regularly changed without notice to make it look like deliveries aren't late when they always are).
124,"Reached my limit this evening with a driver who didn't even try to deliver my food—parked nearby, marked the order as ""delivered"" and left."
124,After waiting 1 hr+.
124,Couldn't even get through to a person at Grubhub customer support.
124,"One star for GH, zero stars for that driver."
124,"App uninstalled, won't be back."
134,First time ever using this app..I order over $31 worth of food.
134,".The driver (named Sartu) put a notification in that my food was delivered to me when in fact it wasn't..I contact customer service, I give them the drivers name, I told them that I tried to call and text the driver several times, and the driver never responded..They their response is ""sorry"" because they can't get in touch with the driver either do they say..So what you're telling me is this company allows people to take peoples money, and tell them nothing about the delivery, whether it was lost or stolen, or just not delivered at all..I'm  truck driver you can bet  I'll be sure to tell every truck driver in this facility not to do business with you....You basically took my money so you can tell me that you'll refund it to me 3 to 5 days later."
139,I want to start by saying I don't have to speak to customer service often but I'm always pleased with my experience from Grubhub support.
139,They are prompt and helpful and they always do something to make the customers feel most important.
139,Thank you for your hard work!
139,!
141,Tried to order food 3 times from the same restaurant because drivers kept getting lost and cancelling the order.
141,"Apparently when you contact customer service and try to explain the situation, they will just cancel your grubhub+ membership and not tell you."
141,"Then when you find out and call them on it, they tell you to ""check for fraudulent activity"" and that there's nothing they can do to refund you or reinstate your membership."
141,"Joke of a company, and I thought ubereats was bad."
164,When you hire just any body to deliver your food you're going to run into issues.
164,"However - Grubhub has the worst in app help out of any food delivery service, and 0 actual customer service."
164,"So when something inevitably goes wrong you are basically just screwed!..Also got charged 5+ times because their system is crap and had a closed restaurant showing up, but the app kept crashing instead of saying the restaurant was closed."
164,Jesus christ get it together.
174,Customer service is terrible.
174,"The ""customer service"" rep who identified themself as ""Frances NP"" was not helpful in anyway."
174,"""Frances NP"" was, however, short with me, rude, and in no way cares about the customer."
174,.My driver refused to communicate with me.
174,She was told by the restaurant to wait 2 minutes.
174,The driver did not.
174,My order was ready but Grubhub decided to delay the delivery for an hour.
174,I went and picked it up myself so it would be hot when we ate it.
174,"I told all of this to ""Frances NP"" and they were zero help and blatantly didn't care."
188,Had issue right after I placed an order and I realized the place was closed.
188,Jumped on chat support and was refunded in mins with a $15 credit for the hours not being updated!
188,It's always impressive to great and speedy customer service!
206,Once again our order was only half delivered.
206,We called the pizza place and the first thing they asked was did you use Grubhub and that they've had nothing but problems with drivers stealing food and messing up orders.
206,When a restaurant begs customers not to use a service that makes them money you know there's a problem.
206,Grubhub customer service doesn't care in the slightest.
206,"So that's it, we won't be using Grubhub for delivery anymore."
209,I've had too many orders change the delivery time.
209,"Worst part is that GrubHub has a policy that says ""Food late, we'll give you a voucher"" but they change the delivery time before you can even put that option in."
209,Customer service is hit or miss.
209,Honestly you're better off with UberEats or DoorDash.
217,I like Grubhub.
217,I order a few times a week through the app in spite of any issues that may arise.
217,".Firstly, their customer service is really outstanding."
217,Each person tries their best to respectfully solve your issue.
217,.I have to mention the prices are quite high and by the time you come out of the app you are paying a pretty penny for your food.
217,.Many of the restaurant employees don't read the order properly either.
217,".Lastly, time is never a priority."
217,The drivers often come from all over to bring the food and by the time it gets here it's cold.
217,.In spite of all this Grubhub is the best app.
217,And by all but a few dollars worth the price.
218,After being delayed once I looked back on the map and the driver still wasn't going to the store.
218,"Contacted customer service, said it would be around 30 more minutes (another delay)."
218,I had so much time to think about how lazy I am and decided to get get it myself.
218,"God as my witness the restaurant was 5 minutes to my house, terrible all around."
218,First time using Grubhub too.
218,Despite doordash having a terrible menu it's much more efficient.
223,"I Order 30 minutes before the store was supposed to close, when the driver got there they told them they didn't make the order, driver leaves I never get my order, after 50 minutes of waiting I contacted customer service to find out they cancelled it because it wasn't made and I don't find out till 30 minutes after I was supposed to get my order and only because I contacted them"
236,"I was waiting outside for my delivery driver, she barely answer the phone to follow my instructions to the delivery, marked the order as delivered and just ran away with my food, never returned the food to the restaurant and establishment has confirmed has happened twice."
236,If you contact customer service they just cancelled the order and erase any proof of the robbery.
236,Very disappointed since I've been ordering a lot of food without issues before.
243,I'm sick and tired of drivers not delivering food.
243,I was told my address was incorrect when in reality the driver was at the wrong part of the complex.
243,"When I contacted customer service, they gave me 60 days free of some perk, which I told him I didn't want but she was not helpful in getting my food reordered."
243,I am done with these food delivery apps because there have been too many issues and not enough accountability for the drivers.
250,My account got hacked.
250,Someone placed an unauthorized ordered and then updated the email address to theirs.
250,So I wasn't able to login mine again.
250,"Called customer service, they were trying to send the reset password to the associate account which has already been changed!"
250,But they just didn't understand that and kept saying I sent a password reset to your email.
250,Will never use the app again!
257,Two terrible GrubHub experiences.
257,"First one, took them over an hour to deliver and kept updating the delivery time."
257,"Second time, the menu for the restaurant was incorrect, they called and told me I had to cancel and it took customer service 30 minutes to cancel and refund me...Only using this because of a giftcard and I will never use this again."
257,I've never had any of these issues with DoorDash.
261,My account was hacked and an order for $65 worth of food was places.
261,I contacted their customer service 3 times.
261,I was told each time the situation would be escalated and told I'd be contacted within 24 to 48 hours.
261,I was never contacted.
261,Customer support has done absolutely nothing to assist me with this fraudulent order.
261,I am deleting my account and contesting the charge with my bank.
261,Totally inexcusable.
261,Three times I was ignored.
264,"My order was wrong, I contacted customer service and they immediately fixed my order."
266,I kept going back and giving it another try to only continue to not get what I ordered.
266,"How difficult is it to order food, have a delivery person drive to the restaurant, check the order and deliver it?"
266,Turns out it's almost impossible.
266,The customer service is a joke.
266,Nobody seems to care about service anymore.
267,Every week my coworkers and I order for delivery.
267,I am sitting at my fourth consecutive cancelled order from GrubHub+.
267,The order is always cancelled at expected time of delivery with various reasons having been emailed to me but when I call customer service I'm told the underlying issue is error in app communicating to store.
267,".If you want food delivered, don't download this app."
267,"Great on giving refunds, terrible at delivering food."
272,"The app serves its purpose most of the time, but my address has been wrong for MONTHS, and I've been going back and forth with customer service, but gotten no help."
272,"..I've put instructions in for drivers, but about half the time, they are ignored."
297,Horrible customer service and drivers.
297,"Out of 3 times trying this app, (because Amazon's free plus subscription), I only ever got 1 delivery."
297,Customer service didn't help.
297,"Wouldn't re deliver, wouldn't contact the driver, wouldn't even let me send screenshots of the texts the driver had sent."
297,"The second time, it just never showed up."
297,The driver ghosted?
297,".Don't waste your time, you'll end up hangry and frustrated."
306,App is fine.
